Release_Date,Movie_Title,Production_Budget,Domestic_Gross,Worldwide_Gross
2018-12-14,If Beale Street Could Talk,12000000,14915773,21398371
2017-07-14,Wish Upon,12000000,14301505,23477345
1997-06-08,Def Jam's How To Be a Player,12000000,14010363,14010363
1998-10-30,Living Out Loud,12000000,12905901,12905901
2008-03-10,Rachel Getting Married,12000000,12796861,17475475
1981-03-20,The Postman Always Rings Twice,12000000,12200000,44200000
2003-12-12,Girl with a Pearl Earring,12000000,11634362,43153588
1982-10-02,Das Boot,12000000,11487676,84970337
2004-03-12,House of Flying Daggers,12000000,11050094,92863945
2020-11-03,I Still Believe,12000000,10410004,16368001
2002-03-22,Sorority Boys,12000000,10198766,12516222
2017-10-13,Marshall,12000000,10051659,10116816
2008-05-12,Cadillac Records,12000000,8195551,8942516
2012-09-14,Arbitrage,12000000,7919574,35830713
2000-12-05,Screwed,12000000,6982680,6982680
2006-10-20,Running With Scissors,12000000,6860000,8706701
1993-03-09,Fortress,12000000,6730578,46730578
2012-04-20,For Greater Glory: The True Story of Cristiada,12000000,5669081,10026255
2006-11-17,For Your Consideration,12000000,5549923,5549923
1998-11-20,Celebrity,12000000,5078660,6200000
2003-06-20,From Justin to Kelly,12000000,4922166,4922166
1986-06-06,Invaders from Mars,12000000,4884663,4984663
1996-03-22,Girl 6,12000000,4880941,4880941
2003-10-22,In the Cut,12000000,4717455,23693646
2008-02-22,Charlie Bartlett,12000000,3950294,5295909
2009-02-13,Two Lovers,12000000,3149034,16349034
2013-11-15,La grande bellezza,12000000,2883879,29545082
2002-02-15,Last Orders,12000000,2326407,2326407
2007-09-03,Gwoemul,12000000,2201923,92618117
1981-11-13,The Pursuit of D.B. Cooper,12000000,2104164,2104164
1999-03-19,Ravenous,12000000,2062406,2062406
2002-06-14,The Dangerous Lives of Altar Boys,12000000,1779284,1779284
2013-02-28,Stoker,12000000,1703125,12034913
2008-07-03,Married Life,12000000,1506998,2975188
2004-10-15,2046,12000000,1442338,19278598
2011-11-03,Kill the Irishman,12000000,1188194,1188194
2005-09-30,Duma,12000000,870067,994790
2012-04-20,Darling Companion,12000000,793352,1200346
2010-04-06,Ondine,12000000,550472,557545
2001-07-20,Brother,12000000,450594,477693
2002-04-10,Welcome to Collinwood,12000000,378650,4606284
2015-07-08,Kahlil Gibran's The Prophet,12000000,340536,1080362
2008-04-18,Life Before Her Eyes,12000000,303439,7203439
1997-10-31,Critical Care,12000000,220175,220175
2007-09-28,Trade,12000000,214202,1513388
2006-06-01,Fateless,12000000,196857,196857
2010-03-09,San qiang pai an jing qi,12000000,190946,310946
1999-09-17,Breakfast of Champions,12000000,178287,178287
2001-09-03,Company Man,12000000,146028,622273
2009-07-11,Nanjing! Nanjing!,12000000,122558,20122558
2018-06-29,Woman Walks Ahead,12000000,57528,627538
2015-02-21,Trash,12000000,17484,6553186
2011-08-19,5 Days of War,12000000,17479,87793
2015-11-11,10 Days in a Madhouse,12000000,14616,14616
2009-07-04,1612,12000000,0,5400624
2015-04-09,San cheng ji,12000000,0,1950194
2012-04-19,Tu Xia Chuan Qi,12000000,0,1828400
2010-10-02,Triangle,12000000,0,1594955
2013-10-19,Supesu Batorushippu Yamato,12000000,0,0
2014-03-10,Drive Hard,12000000,0,0
2015-10-30,Dancin' It's On,12000000,0,0
2015-10-30,The Dressmaker,11900000,2022115,24374909
1999-10-12,Diamonds,11900000,81897,81897
1997-07-06,Madadayo,11900000,48856,49451
2019-05-30,Gisaengchung,11800000,53369745,254688898
2015-11-20,Carol,11800000,12711491,42666442
2016-01-21,Dirty Grandpa,11500000,35593113,105078449
2009-11-27,The Cry of the Owl,11500000,0,0
2009-09-10,St. Trinian’s,11400000,15000,29830239
1977-05-25,Star Wars Ep. IV: A New Hope,11000000,460998007,775398007
1984-08-06,Gremlins,11000000,148168459,148951992
2065-12-22,Doctor Zhivago,11000000,111897830,112040388
2010-10-12,The Fighter,11000000,93617009,129262388
2008-10-24,High School Musical 3: Senior Year,11000000,90559416,274392880
1991-12-27,Fried Green Tomatoes,11000000,81204830,81204830
2006-09-22,Jackass: Number Two,11000000,72778712,85278712
1992-03-13,My Cousin Vinny,11000000,52929168,52929168
2014-08-22,If I Stay,11000000,50474843,78356170
1989-07-04,Major League,11000000,49793054,49793054
2003-04-04,Phone Booth,11000000,46566212,97837138
2002-01-25,A Walk to Remember,11000000,41227069,46060861
1995-12-29,Dead Man Walking,11000000,39387284,83088295
1999-05-03,Cruel Intentions,11000000,38665260,76238901
2015-04-11,Brooklyn,11000000,38322743,62076141
2008-10-17,The Secret Life of Bees,11000000,37780486,39994347
2017-06-16,Wind River,11000000,33800859,44998252
2015-01-04,Woman in Gold,11000000,33307793,58586407
1981-12-06,History of the World: Part I,11000000,31672000,31672000
2017-08-12,I Tonya,11000000,30014534,53797409
2009-10-23,Saw VI,11000000,27693292,69752402
2001-12-10,Corky Romano,11000000,23978402,25116103
2019-02-14,Fighting With My Family,11000000,22958583,41503089
1992-07-08,Raising Cain,11000000,21171695,21171695
1978-04-13,F.I.S.T,11000000,20388920,20388920
1975-01-01,Barry Lyndon,11000000,20000000,20169934
2012-12-26,Quartet,11000000,18388357,56178935
2001-11-21,Out Cold,11000000,13906394,14786394
2000-10-13,The Ladies Man,11000000,13592872,13719474
2001-03-30,Tomcats,11000000,13558739,13558739
2013-06-11,Inside Llewyn Davis,11000000,13248209,32943247
2002-12-04,Frailty,11000000,13110448,19947280
1993-02-19,Army of Darkness,11000000,11502976,21502976
2004-12-11,Kinsey,11000000,10214647,17443529
2013-10-05,Peeples,11000000,9177065,9307166
1993-12-25,What's Eating Gilbert Grape,11000000,9170214,9170214
2018-02-11,Boy Erased,11000000,6788692,11862650
2016-01-07,Sultan,11000000,5599781,72989781
2002-01-02,Slackers,11000000,4814244,5942218
2003-09-26,The Gospel of John,11000000,4068087,4234355
2004-10-10,Vera Drake,11000000,3753806,13353855
2011-10-14,La piel que habito,11000000,3185193,38190517
2003-01-31,The Guru,11000000,3051221,24150550
1995-12-14,Othello,11000000,2844379,2844379
1995-12-05,The Perez Family,11000000,2794056,2794056
1970-01-01,The Molly Maguires,11000000,2200000,2200000
1991-01-01,Return to the Blue Lagoon,11000000,2000000,2000000
2016-01-07,La Tortue Rouge,11000000,920057,6712903
2007-07-09,Romance and Cigarettes,11000000,551002,3231251
2006-10-11,Copying Beethoven,11000000,355968,6586324
2011-08-26,Brighton Rock,11000000,229653,229653
2012-11-16,Le prénom,11000000,61611,25307405
2012-04-05,LOL,11000000,46000,10477506
2014-12-17,La famille Bélier,11000000,0,82438670
2020-06-03,The Banker,11000000,0,2670000
2016-05-02,Misconduct,11000000,0,2352511
2019-10-18,Eli,11000000,0,0
2008-10-24,Saw V,10800000,56746769,118209778
2012-03-30,Les Intouchables,10800000,13182281,484630908
2007-04-27,Jindabyne,10800000,399879,2862544
2006-11-08,Kabhi Alvida Naa Kehna,10750000,3275443,32575443
1979-05-25,Alien,10700000,62005728,184694992
1999-06-18,An Ideal Husband,10700000,18542974,31341183
2004-12-25,Darkness,10600000,22163442,34409206
2013-06-12,The Last Days on Mars,10600000,24084,261364
1982-11-06,E.T. the Extra-Terrestrial,10500000,435110554,792962972
2068-02-04,2001: A Space Odyssey,10500000,59936321,71854587
2007-04-20,In the Land of Women,10500000,11052958,14140402
1994-02-09,There Goes My Baby,10500000,125169,125169
2004-02-20,The Blue Butterfly,10400000,1610194,1610194
2001-01-09,Le Fabuleux destin d'Amélie Poulain,10350000,33201661,174195760
2018-12-26,PMC: deo beong-keo,10300000,0,12478635
1983-02-18,Lovesick,10100000,10143618,10143618
2010-04-30,Housefull,10100000,1183658,18726300
2007-08-24,September Dawn,10100000,1066555,1066555
1997-05-12,Good Will Hunting,10000000,138433435,225925989
2016-08-25,Don’t Breathe,10000000,89217875,158906350
1981-06-26,Stripes,10000000,85300000,85300000
2006-10-27,Saw III,10000000,80238724,163876815
2016-01-07,The Purge: Election Year,10000000,79042440,118514727
2018-05-18,Book Club,10000000,68566296,91328463
2000-08-25,Bring it On,10000000,68353550,90453550
2018-03-01,Insidious: The Last Key,10000000,67745330,172811971
1999-01-29,She's All That,10000000,63465522,63465522
2007-10-26,Saw IV,10000000,63300095,135759694
2006-02-24,Madea's Family Reunion,10000000,63257940,63320521
2005-07-01,White Noise,10000000,56094360,92094360
1986-10-17,The Color of Money,10000000,52293000,52293000
2015-04-06,Insidious Chapter 3,10000000,52218558,120453155
1992-02-10,The Mighty Ducks,10000000,50752337,50752337
2017-03-11,Lady Bird,10000000,48958273,78944998
2009-06-11,Precious (Based on the Novel Push by Sapphire),10000000,47566524,68722848
2012-02-24,The Best Exotic Marigold Hotel,10000000,46383639,134639780
2018-01-06,Hereditary,10000000,44069456,81263489
2018-03-16,Love Simon,10000000,40826341,65520633
1989-02-17,Bill & Ted’s Excellent Adventure,10000000,40485039,40510111
2062-04-10,The Longest Day,10000000,39100000,50100000
1996-02-16,Happy Gilmore,10000000,38623460,41004412
2017-10-27,Jigsaw,10000000,38052832,104223315
2001-08-31,Jeepers Creepers,10000000,37904175,58939035
1985-06-28,St. Elmo’s Fire,10000000,37800000,37800000
2068-11-12,Oliver!,10000000,37402877,37402877
2001-02-16,Recess: School's Out,10000000,36696761,44451470
1985-10-07,Mad Max Beyond Thunderdome,10000000,36230219,36230219
2016-01-21,The Boy,10000000,35819556,68220952
1985-04-10,Commando,10000000,35073978,35078864
2017-05-19,Everything Everything,10000000,34121140,61603136
2010-09-17,Devil,10000000,33679655,63354114
2002-11-22,Friday After Next,10000000,33253609,33526835
2015-02-26,The Second Best Exotic Marigold Hotel,10000000,33078266,89400862
1985-03-22,The Last Dragon,10000000,33000000,33000447
2017-04-28,How to Be a Latin Lover,10000000,32149404,62556228
1992-06-03,The Lawnmower Man,10000000,32100816,32100816
2008-03-10,Nick and Norah's Infinite Playlist,10000000,31487293,33886017
2003-09-10,Calendar Girls,10000000,31011616,93074616
1999-12-11,Dogma,10000000,30651422,43948865
2018-05-18,Slender Man,10000000,30564825,51945949
2002-09-20,The Banger Sisters,10000000,30306281,38067218
2000-08-12,Snatch,10000000,30093107,83593107
1989-05-19,Road House,10000000,30050028,30050028
2018-07-27,Teen Titans Go! To The Movies,10000000,29790236,51620593
2016-08-09,When the Bough Breaks,10000000,29747603,30768449
1983-06-24,Twilight Zone: The Movie,10000000,29500000,29500000
1994-11-23,A Low Down Dirty Shame,10000000,29317886,29317886
2013-08-30,One Direction: This is Us,10000000,28873374,68413020
2002-06-09,Swimfan,10000000,28564995,34084228
2006-06-10,Employee of the Month,10000000,28444855,38364855
2015-08-19,Sinister 2,10000000,27740955,54104225
2016-07-01,The Forest,10000000,26594261,40749230
2009-06-11,The Fourth Kind,10000000,26218170,49486874
1983-03-25,The Outsiders,10000000,25697647,25707720
1998-12-06,Can't Hardly Wait,10000000,25358996,25358996
2012-08-17,Sparkle,10000000,24397469,24660323
2016-10-14,Kevin Hart: What Now?,10000000,23591043,23591043
2013-04-26,Mud,10000000,21590086,31556959
2010-12-11,Skyline,10000000,21416355,68264973
2017-01-12,The Disaster Artist,10000000,21120616,28717667
2016-09-15,Blair Witch,10000000,20777061,38985577
1983-10-21,The Dead Zone,10000000,20766000,20766000
1986-07-02,F/X,10000000,20603715,20603715
2001-02-02,Valentine,10000000,20384136,20384136
2006-09-06,A Prairie Home Companion,10000000,20342852,26716191
2007-02-23,Reno 911!: Miami,10000000,20342161,21851362
1998-07-24,Jane Austen's Mafia,10000000,19843795,30143795
2015-10-21,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374
1994-02-25,Sugar Hill,10000000,18272447,18423914
2008-06-20,Kit Kittredge: An American Girl,10000000,17657973,17657973
1985-09-27,Invasion U.S.A.,10000000,17536256,17536256
2005-09-23,Roll Bounce,10000000,17380866,17433072
2019-08-11,The Good Liar,10000000,17156058,33216217
1998-11-12,Rushmore,10000000,17105219,19080435
1990-01-19,Tremors,10000000,16667084,16667084
2005-06-17,The Perfect Man,10000000,16535005,19535005
1990-03-08,Mo' Better Blues,10000000,16153000,16153000
2002-01-25,Kung Pow: Enter the Fist,10000000,16033556,17033556
2016-07-10,The Birth of a Nation,10000000,15861566,16891011
2021-02-04,The Unholy,10000000,15530440,30829485
2003-05-30,Wrong Turn,10000000,15417771,28649556
1980-05-16,The Long Riders,10000000,15198912,15198912
1999-12-03,The Corruptor,10000000,15164492,15164492
2009-08-14,The Goods: Live Hard Sell Hard,10000000,15122676,15297318
2011-11-23,My Week with Marilyn,10000000,14597405,34240572
2014-12-25,Big Eyes,10000000,14482031,27317872
2005-05-08,Broken Flowers,10000000,13744960,40744960
2002-06-28,Hey Arnold! The Movie,10000000,13684949,13684949
2019-10-05,Poms,10000000,13631124,16463241
2020-02-20,Brahms: The Boy II,10000000,12611536,18976477
2005-12-30,The Matador,10000000,12589255,17300838
1997-03-14,Love Jones,10000000,12554569,12554569
2000-12-19,The Gift,10000000,12008642,44567606
2006-01-20,End of the Spear,10000000,11748661,11924041
2001-09-03,Get Over It,10000000,11560259,19860259
2000-10-20,The Legend of Drunken Master,10000000,11546543,11546543
1999-02-19,Office Space,10000000,10827813,12179708
2017-06-23,The Beguiled,10000000,10576669,28039038
1999-07-23,Drop Dead Gorgeous,10000000,10571408,10571408
2019-05-04,The Best of Enemies,10000000,10205616,10268749
1998-03-04,The Spanish Prisoner,10000000,10162034,13835130
2020-02-13,Emma.,10000000,10055355,26447347
1999-11-06,Le Violon rouge,10000000,10019109,10019109
1998-11-25,Very Bad Things,10000000,9949470,21094974
2004-09-07,Sleepover,10000000,9408183,9424052
2012-08-02,Movie 43,10000000,8840453,31164747
2018-10-19,Can You Ever Forgive Me?,10000000,8803865,12517379
1984-10-26,Body Double,10000000,8801940,8801940
2010-05-21,MacGruber,10000000,8525600,8629895
2003-07-18,Dirty Pretty Things,10000000,8112414,14156753
2014-03-14,Bad Words,10000000,7779614,7843145
2015-03-27,While We're Young,10000000,7582065,17503828
2008-01-02,Over Her Dead Body,10000000,7570127,21596074
2001-10-24,Bones,10000000,7316658,8378853
2012-06-22,Seeking a Friend for the End of the World,10000000,7078738,11766959
2006-01-12,Turistas,10000000,7027762,14321070
2016-03-17,Shut In,10000000,6900335,11360665
2011-11-02,Cedar Rapids,10000000,6861102,7862131
2012-11-29,The Collection,10000000,6810754,8890094
2018-08-08,Dog Days,10000000,6809080,8196226
1998-10-30,American History X,10000000,6719864,6719864
2018-08-16,A.X.L.,10000000,6501381,8259753
2004-01-16,Teacher's Pet: The Movie,10000000,6491969,6491969
1999-10-15,The Straight Story,10000000,6197866,6199310
2002-03-05,Deuces Wild,10000000,6044618,6244618
2008-03-28,Run Fatboy Run,10000000,6003262,33512260
1981-12-18,Heartbeeps,10000000,6000000,6000000
2015-03-20,Danny Collins,10000000,5637066,8465845
2007-04-07,Rescue Dawn,10000000,5490423,7037886
2018-12-28,Stan & Ollie,10000000,5470235,29062674
2000-05-04,Black and White,10000000,5241315,5241315
2010-06-18,Io sono l’amore,10000000,5005465,15121528
1986-12-19,King Kong Lives,10000000,4711220,4711220
2019-10-18,Jay and Silent Bob Reboot,10000000,4589490,4710507
2019-09-08,Brian Banks,10000000,4376820,4376820
2001-10-26,On the Line,10000000,4365455,16222303
2018-06-15,Gotti,10000000,4286367,6601992
2012-03-16,Jeff Who Lives at Home,10000000,4269426,4708127
2016-09-30,Denial,10000000,4073448,9263940
2016-11-03,The Man Who Knew Infinity,10000000,3877922,12382122
2016-10-14,Max Steel,10000000,3818664,4563080
2016-03-30,Everybody Wants Some,10000000,3400278,5437126
1996-04-10,Crash,10000000,3357324,3412380
2012-12-10,Atlas Shrugged: Part II,10000000,3336053,3336053
1994-04-02,Romeo Is Bleeding,10000000,3275585,3275585
1999-08-10,The Limey,10000000,3193102,6030047
2014-11-14,Rosewater,10000000,3128941,3185717
2000-12-22,The House of Mirth,10000000,3041803,5149131
1987-01-05,Malone,10000000,3000000,3000000
2006-02-06,Peaceful Warrior,10000000,2893666,3260179
2011-09-09,Bucky Larson: Born to Be a Star,10000000,2529395,2529395
2016-09-16,Hillsong: Let Hope Rise,10000000,2394725,2678525
2000-06-10,Bamboozled,10000000,2185266,2373937
1981-11-02,Sphinx,10000000,2000000,11400000
2013-03-05,The Iceman,10000000,1930282,3623609
2015-01-16,Testament of Youth,10000000,1822250,6646669
2017-03-31,Free Fire,10000000,1799322,3793739
2011-06-24,A Better Life,10000000,1759252,1884251
2003-02-28,Spider,10000000,1641788,1641788
2000-04-02,Gun Shy,10000000,1638202,1638202
2002-12-27,Nicholas Nickleby,10000000,1562800,3311924
2010-04-16,The Joneses,10000000,1475746,3541565
2006-06-23,Krrish,10000000,1430721,32430721
2012-06-29,Killer Joe,10000000,1291645,4659110
2017-03-30,Churchill,10000000,1279681,7582196
2000-11-08,Cecil B. Demented,10000000,1276984,1953882
2014-03-21,50 to 1,10000000,1069454,1069454
2003-02-05,Owning Mahowny,10000000,1011054,1147871
2007-07-09,The Brothers Solomon,10000000,900926,900926
2008-04-04,My Blueberry Nights,10000000,866778,22198996
1999-06-08,Illuminata,10000000,836641,836641
2012-01-20,Coriolanus,10000000,749641,2536707
2021-01-22,Our Friend,10000000,657351,714095
2013-04-10,Parkland,10000000,641439,1616353
2002-11-10,Swept Away,10000000,598645,611032
2008-05-23,War Inc.,10000000,580862,1299855
2004-02-04,Shaolin Soccer,10000000,488872,42776032
2004-08-27,The Brown Bunny,10000000,366301,630427
2007-09-14,King of California,10000000,268461,1165102
1997-10-24,Rien ne va plus,10000000,245359,5045359
1998-08-14,La femme de chambre du Titanic,10000000,244465,244465
2004-12-17,Imaginary Heroes,10000000,228524,290875
2001-07-20,High Heels and Low Lifes,10000000,226792,2151098
2009-08-21,World's Greatest Dad,10000000,221805,295750
2013-03-05,Cinco de Mayo La Batalla,10000000,173472,173472
2010-10-29,Welcome to the Rileys,10000000,152857,355919
2016-09-09,Kicks,10000000,150191,150191
2009-09-10,Free Style,10000000,141108,721108
2012-01-06,High School,10000000,139034,248133
2007-05-18,Severance,10000000,137221,5950002
2006-07-14,Edmond,10000000,131719,241719
2010-04-23,Joheunnom nabbeunnom isanghannom,10000000,128486,42226657
1994-08-26,Police Academy 7: Mission to Moscow,10000000,126247,126247
